Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2000,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,RU,,,6,live,,B,C
2000,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,CZ,,2,2,live,,B,C
2000,I,Agave parviflora,,Liliales,Agavaceae,Agave,GB,US,,,200,seeds,,T,D
2000,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,GB,JE,GB,1,,live,,B,C
2000,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,GB,JE,,7,14,live,,B,C
2000,I,Pachypodium baronii,,Gentianales,Apocynaceae,Pachypodium,GB,CH,,,200,live,,,A
2000,I,Pachypodium decaryi,,Gentianales,Apocynaceae,Pachypodium,GB,CH,,,50,live,,,A
2000,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,GB,US,,,1,bone pieces,,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,GL,,,1,unspecified,,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,NO,,,90,specimens,,S,W
2000,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,CA,,,24,specimens,,S,W
2000,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,3,bones,,P,W
2000,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,BS,,,1,specimens,,S,W
2000,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,CA,,,54,specimens,,S,W
2000,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,CA,,,8,specimens,,S,W
2000,I,Acrantophis madagascariensis,Reptilia,Serpentes,Boidae,Acrantophis,GB,DK,,,4,live,,T,C
2000,I,Epicrates subflavus,Reptilia,Serpentes,Boidae,Epicrates,GB,JE,,,6,live,,B,C
2000,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,GB,DK,,,2,live,,T,C
2000,I,Casarea dussumieri,Reptilia,Serpentes,Bolyeriidae,Casarea,GB,JE,XV,,30,bodies,,S,U
2000,I,Casarea dussumieri,Reptilia,Serpentes,Bolyeriidae,Casarea,GB,JE,,,1,bodies,,S,C
2000,I,Casarea dussumieri,Reptilia,Serpentes,Bolyeriidae,Casarea,GB,JE,,200,,specimens,g,S,C
2000,I,Pantholops hodgsonii,Mammalia,Artiodactyla,Bovidae,Pantholops,GB,CN,,,2,skins,,E,I
2000,I,Nectophrynoides tornieri,Amphibia,Anura,Bufonidae,Nectophrynoides,GB,DK,,,20,bodies,,S,U
2000,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,ZA,,,1,live,,P,C
2000,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,LC,US,,1,live,,P,C
2000,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,PH,,9,15,live,,T,C
2000,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,GB,PH,,4,4,live,,T,C
2000,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,GB,CZ,,1000,1000,seeds,,T,D
2000,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,GB,MT,,,200,seeds,,T,D
2000,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,GB,US,,,1320,seeds,,T,D
2000,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,GB,US,,,1070,seeds,,T,D
2000,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,GB,CZ,,1000,1000,seeds,,T,D
2000,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,GB,MT,,,100,seeds,,T,D
2000,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,GB,US,,,2160,seeds,,T,D
2000,I,Ariocarpus retusus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,GB,CZ,,1000,,seeds,,T,A
2000,I,Ariocarpus retusus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,GB,CZ,,,1000,seeds,,T,D
2000,I,Ariocarpus retusus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,GB,MT,,,100,seeds,,T,D
2000,I,Ariocarpus retusus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,GB,US,,,550,seeds,,T,D
2000,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,GB,MT,,,20,seeds,,T,D
2000,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,GB,US,,,1030,seeds,,T,D
2000,I,Cactaceae spp.,,Caryophyllales,Cactaceae,,GB,US,,,10,seeds,,T,D
2000,I,Coryphantha werdermannii,,Caryophyllales,Cactaceae,Coryphantha,GB,US,,,20,seeds,,T,D
2000,I,Discocactus spp.,,Caryophyllales,Cactaceae,Discocactus,GB,MT,,,2,live,,T,D
2000,I,Discocactus heptacanthus,,Caryophyllales,Cactaceae,Discocactus,GB,US,,,70,seeds,,T,D
2000,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,GB,MT,,,101,seeds,,T,D
2000,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,GB,US,,,10,seeds,,T,D
2000,I,Discocactus placentiformis,,Caryophyllales,Cactaceae,Discocactus,GB,MT,,,3,live,,T,D
2000,I,Discocactus placentiformis,,Caryophyllales,Cactaceae,Discocactus,GB,US,,,110,seeds,,T,D
2000,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,GB,MT,,,4,live,,T,D
2000,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,GB,MT,,,100,seeds,,T,D
2000,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,GB,US,,,60,seeds,,T,D
2000,I,Echinocereus ferreirianus,,Caryophyllales,Cactaceae,Echinocereus,GB,US,,,10,seeds,,T,D
2000,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,GB,US,,,1020,seeds,,T,D
2000,I,Escobaria sneedii,,Caryophyllales,Cactaceae,Escobaria,GB,MT,,,100,seeds,,T,D
2000,I,Escobaria sneedii,,Caryophyllales,Cactaceae,Escobaria,GB,US,,,1020,seeds,,T,D
2000,I,Escobaria sneedii leei,,Caryophyllales,Cactaceae,Escobaria,GB,US,,,1000,seeds,,T,D
2000,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,GB,CZ,,250,500,seeds,,T,D
2000,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,GB,MT,,,120,seeds,,T,D
2000,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,GB,US,,,20,seeds,,T,D
2000,I,Mammillaria solisioides,,Caryophyllales,Cactaceae,Mammillaria,GB,CZ,,500,500,seeds,,T,D
2000,I,Mammillaria solisioides,,Caryophyllales,Cactaceae,Mammillaria,GB,MT,,,100,seeds,,T,D
2000,I,Mammillaria solisioides,,Caryophyllales,Cactaceae,Mammillaria,GB,US,,,120,seeds,,T,D
2000,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,GB,MT,,,40,seeds,,T,D
2000,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,GB,US,,,10,seeds,,T,D
2000,I,Pediocactus bradyi,,Caryophyllales,Cactaceae,Pediocactus,GB,MT,,,5,seeds,,T,D
2000,I,Pediocactus bradyi winkleri,,Caryophyllales,Cactaceae,Pediocactus,GB,US,,,20,seeds,,T,D
2000,I,Pediocactus paradinei,,Caryophyllales,Cactaceae,Pediocactus,GB,US,,,10,seeds,,T,D
2000,I,Pediocactus sileri,,Caryophyllales,Cactaceae,Pediocactus,GB,US,,,10,seeds,,T,D
2000,I,Sclerocactus brevihamatus,,Caryophyllales,Cactaceae,Sclerocactus,GB,US,,,30,seeds,,T,D
2000,I,Sclerocactus erectocentrus,,Caryophyllales,Cactaceae,Sclerocactus,GB,MT,,,20,seeds,,T,D
2000,I,Sclerocactus erectocentrus,,Caryophyllales,Cactaceae,Sclerocactus,GB,US,,,20,seeds,,T,D
2000,I,Sclerocactus glaucus,,Caryophyllales,Cactaceae,Sclerocactus,GB,MT,,,20,seeds,,T,D
2000,I,Sclerocactus mariposensis,,Caryophyllales,Cactaceae,Sclerocactus,GB,US,,,60,seeds,,T,D
2000,I,Sclerocactus papyracanthus,,Caryophyllales,Cactaceae,Sclerocactus,GB,US,,,60,seeds,,T,D
2000,I,Sclerocactus pubispinus,,Caryophyllales,Cactaceae,Sclerocactus,GB,US,,,190,seeds,,T,D
2000,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,GB,US,,,100,seeds,,T,D
2000,I,Turbinicarpus spp.,,Caryophyllales,Cactaceae,Turbinicarpus,GB,MT,,,10,seeds,,T,D
2000,I,Turbinicarpus beguinii,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,20,seeds,,T,D
2000,I,Turbinicarpus hoferi,,Caryophyllales,Cactaceae,Turbinicarpus,GB,MT,,,20,seeds,,T,D
2000,I,Turbinicarpus jauernigii,,Caryophyllales,Cactaceae,Turbinicarpus,GB,MT,,,100,seeds,,T,D
2000,I,Turbinicarpus laui,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,20,seeds,,T,D
2000,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,20,seeds,,T,D
2000,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,10,seeds,,T,D
2000,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,GB,CZ,,1000,1000,seeds,,T,D
2000,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,50,seeds,,T,D
2000,I,Turbinicarpus swobodae,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,10,seeds,,T,D
2000,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,20,seeds,,T,D
2000,I,Turbinicarpus viereckii,,Caryophyllales,Cactaceae,Turbinicarpus,GB,US,,,20,seeds,,T,D
2000,I,Uebelmannia buiningii,,Caryophyllales,Cactaceae,Uebelmannia,GB,MT,,,1,live,,T,D
2000,I,Uebelmannia gummifera,,Caryophyllales,Cactaceae,Uebelmannia,GB,MT,,,2,live,,T,D
2000,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,GB,MT,,,5,live,,T,D
2000,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,GB,US,,,120,live,,T,D
2000,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,GB,US,,,110,seeds,,T,D
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,GB,CH,,,2,specimens,,,F
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,GB,JE,,,1,live,,B,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,,,1,live,,B,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,,2,live,,B,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,100,,specimens,g,S,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,,15,specimens,,S,C
2000,I,Rucervus eldii,Mammalia,Artiodactyla,Cervidae,Rucervus,GB,CZ,,3,,live,,B,C
2000,I,Rucervus eldii,Mammalia,Artiodactyla,Cervidae,Rucervus,GB,CZ,,,3,live,,Z,C
2000,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,AR,XX,,2,carvings,,T,O
2000,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,IL,,1,,live,,,I
2000,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,ST,,5,,specimens,,S,W
2000,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,XX,,1,,carapaces,,,I
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,BJ,,50,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,BS,,1,,carapaces,,,I
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,GA,,,130,skin pieces,,M,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,GA,,130,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,GH,,100,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,GQ,,350,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,ID,,1,,carapaces,,,I
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,LR,,20,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,MY,,1,,leather products (large),,,I
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,NA,,,13,specimens,flasks,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,NA,,13,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,ST,,60,,specimens,,S,W
2000,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,TG,,50,,specimens,,S,W
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,2,,carvings,,T,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,,2,carvings,,,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,,3,unspecified,,,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,JE,XX,1,,carvings,,T,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,NG,,1,,carapaces,,,I
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,SC,,1,,oil,l,,I
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,2,carvings,,P,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,1,3,carvings,,T,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,1,carvings,,,O
2000,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,1,carvings,,,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,AU,XX,,1,carapaces,,P,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,AU,XX,,7,carvings,,Q,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,BJ,,5,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,CH,XX,,3,carvings,,,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GA,,,20,skin pieces,,M,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GA,,20,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GG,XX,,1,carvings,,T,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GH,,20,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GQ,,50,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,LR,,20,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,ST,,30,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,TG,,10,,specimens,,S,W
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,PF,1,,carvings,,E,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,1,3,carvings,,T,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,,1,carvings,,,O
2000,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,,2,skin pieces,,T,O
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,BJ,,100,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,GA,,,30,skin pieces,,M,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,GA,,30,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,GH,,100,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,GQ,,20,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,LR,,50,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,ST,,30,,specimens,,S,W
2000,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,TG,,100,,specimens,,S,W
2000,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,GB,PH,,33,34,live,,T,C
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,3,,derivatives,boxes,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,,110,derivatives,cartons,T,A
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,30,,derivatives,g,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,39.6,9.2,derivatives,kg,T,A
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,20,,derivatives,kg,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,CN,,125,,derivatives,,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,GB,XX,10,,derivatives,,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,MY,,0.75,,derivatives,kg,,I
2000,I,Saussurea costus,,Asterales,Compositae,Saussurea,GB,MY,,3,,derivatives,,,I
2000,I,Crocodylidae spp.,Reptilia,Crocodylia,Crocodylidae,,GB,NG,,1,,leather products (small),,,I
2000,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,US,,1,,skulls,,,I
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,BR,,,2,skins,,T,C
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,CH,XX,1,,bones,,E,O
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,MU,,,2,heads,,T,C
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,MU,,,2,leather products (small),,T,C
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,NG,,4,,leather products (small),,,I
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,SD,,8,,leather products (small),,,I
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,US,CD,1,,bones,,Q,O
2000,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,US,XX,,1,bone carvings,,E,W
2000,I,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,US,XX,,1,leather products (large),,T,O
2000,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,MY,,,5,leather products (small),,T,D
2000,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,TH,,,3,bodies,,T,D
2000,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,TH,,,3,leather products (large),,T,D
2000,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,GB,ZA,,1,,bodies,,,I
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,BJ,,50,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,GA,,,70,skin pieces,,M,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,GA,,70,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,GH,,20,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,GQ,,30,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,LR,,10,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,ST,,5,,specimens,,S,W
2000,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,GB,TG,,10,,specimens,,S,W
2000,I,Dugong dugon,Mammalia,Sirenia,Dugongidae,Dugong,GB,AU,,,2,specimens,,T,W
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,3,ivory carvings,,P,W
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,1,ivory carvings,,Q,W
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,,1,ivory carvings,,P,W
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,1,ivory carvings,,T,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,1,ivory carvings,,T,U
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,36,ivory carvings,,,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,4,unspecified,,,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,GB,XX,8,,ivory carvings,,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NO,XX,,1,carvings,,E,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,PH,XX,1,,leather products (small),,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,PK,XX,1,,leather products (small),,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,RU,,,25,ivory carvings,,Q,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TH,,5,,leather products (small),,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,5,ivory carvings,,T,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,3,,ivory carvings,,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,XX,,3,,ivory carvings,,,I
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,,1,ivory carvings,sets,P,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,,47,ivory carvings,,P,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,,30,ivory carvings,,T,O
2000,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,,2,tusks,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AR,XX,,11,ivory carvings,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AU,IN,1,,carvings,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AU,XX,2,,carvings,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AU,XX,,30,ivory carvings,,P,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CA,TH,,6,ivory carvings,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CA,XX,2,,carvings,,E,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CA,XX,37,,carvings,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CA,XX,1,,carvings,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CA,XX,,3,ivory carvings,,E,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CH,XX,1,,carvings,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CN,XX,2,,carvings,,P,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,GG,XX,,1,ivory carvings,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,IL,XX,,16,ivory carvings,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,JP,XX,,2,ivory carvings,pairs,E,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,JP,XX,,6,ivory carvings,,E,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,MX,XX,2,,carvings,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,MY,XX,,1,carvings,,P,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,NZ,XX,,2,ivory carvings,,P,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,US,XX,36,,carvings,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,US,XX,,38,ivory carvings,,T,O
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AE,XX,1,,ivory carvings,,,I
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AR,XX,5,,carvings,,T,O
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,3,,carvings,,P,O
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,1,,carvings,,T,O
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,,6,ivory carvings,,P,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,,5,ivory carvings,,T,W
